,Text,Labels
247,"We visitied PF Changs on Sunday with a large group of 20 people.  Although they had to split the tables - everything was delicious!\n\nWe enjoyed everything from the spring rolls and chicken lettuce wraps...to the mooshu that they made special vegetarian for one of the guests...to the fried banana dessert!\n\nif you are with a group, and you want dessert - get the fried bananas!  They come wrapped in a spring roll wrapper and with coconut/pineapple ice cream.\n\nOverall, we had a great time and would come back here again.",3
248,"I've had PF Changs both in Pgh and KC and honestly, I'm never been disappointed nor elated with the food. It's 'upscale' Ameri-Chinese food. You don't come here seeking 'authentic' Asian staples; it's all changed to some degree to suit American taste buds... nothing wrong with that, imo. Do I even know what 'authentic' Chinese food is? Yes, sortuv, somewhat. Will I stop putting quotes around 'everything'? Definitely not!\n\nIt was 45 min from closing time when we (party of 6) rushed in on a weeknight; got seated, ordered and ate without feeling rushed by the staff.\n\nThis particular PF Changs, on the Homestead Waterfront, had fast and friendly service, though he forgot our order of asparagus. We sampled everything from the the Szechuan shrimp to the Mongolian beef to the Dan Dan Noodles. Good flavors, nothing that stepped out in the crowd.\n\nI don't come here all that often but when I do, I invariably leave feeling satisfied and full.",2
249,"So I have never been to P.F. Chang's before since I'm Chinese and I'm not a huge fan of eating at Chinese/American restaurants when I can eat delicious authentic Chinese food at home (courtesy of my momma). My boyfriend and I were at Dave & Busters and weren't in the mood for American food, which was what we were all surrounded by so I decided to give P.F. Chang's a try. \n\nWe came on a Saturday night without reservations, so we had to wait 45min :( Luckily time went by fast while I was on my phone looking at the Yelp reviews for this place. When we were seated, we ordered immediately and our server was very friendly. We got the salt and pepper calamari as an appetizer and then the Dan Dan noodles and Shanghai shrimp with garlic sauce. The food came out quick which was a huge plus considering how busy they were. The calamari was okay. I felt like the strips were cut too thin and we should have received more. The Dan Dan noodles were actually very delicious and flavorful. I really enjoyed them and definitely recommend them. The shrimp was cooked well and was also good. Overall I was happy with my first time experience here and would consider coming back if I'm ever in the mood for Chinese/American food.",3
250,LOVE the food!!!!!! Try the bomb pop martini. The service has definitely Gone down hill in the past year. And when I've  told the manger he just doesn't give a shit.  It's either hit Or miss with service. But food is ALWAYS GOOD,2
251,"The service was lackluster. Coffee was warm but delicious. Limited to one cup, apparently, as the waitress never offered a second.\n\nDaughter had sweet and sour shrimp. Wife had spicy chicken. I had wonton soup. Dumplings as an appetizer for the table. All arrived warm. The brown rice was dry as sand and the white rice was delayed by rice cooker problems. Also dry as sand. I guess that is how they serve it.\n\nThe base flavors for the shrimp and chicken were nearly identical. I had expected them to be more diverse. \n\nIn all, expectations were not met for what is advertised as upscale. I'd rather have the local Chinese cuisine which more flavorful, and much less expensive.",1
252,"This was my first time at this PF Chang's and I was not impressed. The service was extremely slow even though it was a Sunday night and the restaurant was not very busy. The portions were small. \n\nThey were also playing 5 year old pop music really loud. Pop music?! Come on--this is an \""Asian Bistro.\""",0
253,"I was unimpressed with my food and I am even more sad to see, now that P.F Chang's mass produces frozen dinners. \nThis is about as far away from Chinese food you can get, unless of course you are eating microwaved warmed shrimp fried rice. The restaurant is cluttered and the music was up so loud.  I had to yell to carry on a conversation. P.F Chang's in the Waterfront is a unmemorable experience. Maybe I would have better luck microwaving my own meal at home?",2
254,"I really enjoyed my Mongolian beef and pork pot stickers, but \nThere was NO presentation of pfc mixing sauces. \nOne of the things that sets pfc apart from the run of the mill Non franchise is PRESENTATION and experience.  I was extremely disappointed by the LACK of presentation. \n\nReservations:\nOur party arrived about 15 minutes before our 5:30 reservations.\n\nAt 6:11 we were informed our reserved table had been given to another party . Obviously someone dropped the ball here.....\n\nWhen we requested silverware for the table. Our waitress blamed it on the hostess. Yes, theHostess should have provided silverware.. However It was unprofessional of our waitress to pass buck. As a Patron I could care less who's fault it is; just $@&&@in fix it. Defiantly took away from my pfc experience.\n\nMy Hot and sour soup is usally served with\""noodley\"" things that I drop in the soup. We weren't given any \""noodley \"" things . Not trying to be a jerk but all things being equal the pfc isn't selling food as much as they are selling an experience. This experience is what sets this restaurant apart.",1
255,"I have mixed feelings about this place. I wish I could give 2.5 stars, but I'm in a good mood so I'm rounding up today. \n\nThis was my first time here and I honestly wasn't sure what to expect. The first thing I noticed when I walked in was the layout of the dining area. It seemed less intimate than I had pictured in my mind. The tables were all jammed together and the restaurant had a crowded feel to it. Fortunately, there wasn't a long wait as we had made a reservation. \n\nWe were seated at a table in the middle of the dining room alongside a busy throughway. It seemed all the servers were destined to walk past our table. I appreciated that their menu pointed out that their meals were \""meant to be shared.\"" My wife and I decided to share our two meals: Chang's Spicy Chicken and Double Pan Fried Noodles. Before our meal came out our waitress set some sauces on the table in a \""here's your sauce\"" kind of way. I remember thinking, \""That's very nice, but I have no idea why you just gave us sauce.\"" There was no explanation - just a little tray of sauces. Our food came out and she finally asked if we like mild, medium, or hot sauce. We picked medium and, with a few scoops, she turned our three sauces into three mixed sauces and I still didn't know what they were for. \n\nForget the sauce though, my attention was now drawn to our meal. For meals that were \""meant to be shared\"" these sure are little portions. I guess when you go for that high-end presentation you can charge 50% more for 50% less. The food itself was good (in an ok sort of way). I can't say it was the best I've had, but it was good enough. \n\nOverall I thought the experience was lacking. P.F. Chang's tries to be classy, but does it in a cafeteria sort of way. I was constantly distracted by the front doors opening and icy air pouring across the room. The music didn't fit the ambiance. Our table felt like it was in the middle of the road. The restaurant was loud and crowded. The girls at the table next to us were taking those annoying duck-face puckered lip pictures...  \n\nI think our experience may have been different if we were seated at one of the booths along the side of the restaurant, but no such luck.",2
256,"Surprised how empty the restaurant was tonight.   First time at this location.  Great service, but wasn't hard to do.....\n\nHad a combination Orange Shrimp and Chicken and Chicken Fried Rice.  It was typical PF Changs (Very good).  You can get the Fried Rice off the kids menu for $2.95 versus $8 for a big bowl off the regular menu.",2
257,"Let me start by saying that I do like their food. \n\nLast night I went with my wife and two guests. The apps came out fast and were fantastic. Dinner on the other hand, didn't come out quickly at all. The rice was undercooked, and we told our server. He set the rice on the empty table next to us and forgot to bring a new order. By the time I was almost finished with my meal, another server came over and they brought back another bowl of crunchy white rice.\n(is that the way rice is prepared now?)\n\nI ordered the chocolate cake. I asked for a container to take half home. The server brought out a small container and when I asked for a larger one, she said we can just squeeze it in there, and started to flatten the cake. She then realized that a larger one would be better.\n\n4 people, not crowded...2 hours total.",1
258,"ok so i've eaten here more than once but just thought to write a review on it. now, i'll be honest this is the only one i've ever been to, so i don't know if they're all the same but every time i'm underwhelmed. i get there, look at their giant selection and get excited. then i get my meal and remember that i've never had anything too great. don't get me wrong, it's not bad, but for how much they charge, they really need to step it up or at least give me a huge portion. just saying...",1
259,"Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe food has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were passed by 6 frowning waitstaff without getting drinks... for 15 minutes we were left suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we left and most likely will not be returning.",1
260,"If you look at other reviews you will see that I am a very positive person, but tonight was an utter disaster!!  We sat at the bar and the female bartender  was miserable. We ordered drinks and she was unhappy that we did.  She spent 20 minutes sending text messages and took 3 smoke brakes in one hour while our drinks were empty. We ordered appetizers and they never came out.  She actually brought us our check and we never got our food. By the way we were the only people at the bar.  Finally a bus boy brought us our food after we payed. We payed before our food came because we thought our table was ready. We finally got seated by the windows. Do not sit by the windows because it was very cold. We ordered our dinner and drinks and guess what no drinks. After our food came we asked about our drinks and the waiter said he forgot. Nothing was comped and no manager was available. This PF Changs needs new management!! We will never return. I will give it 2 stars because the food was great, but the employees are absolutely miserably from hostess to waiters to bartenders. Steer clear until changes are made. It's not worth the headache.",1
261,"A big thank you to Chad Cynamom, manager at PF Chang's for making our anniversary night so special.  He seated us, brought us drinks and told us about the menu.  Every time my fiance and I go to this PF Chang's, we get the best service.  Food isn't the most authentic chinese food we've ever had, hence the 4 stars.  It is a bit overpriced as well, but the service makes up for it.",3
262,"Walked in tonight, Wednesday, at 9:50, the place was empty. Asked for a table, the hostess told us one moment when she finds one for us, then proceeded to walk to a dirty table and clean it!  The phone rang and she answered it as we stood at the door. When she hung up the phone she walked back to the table and proceeded to clean it again!!  Didn't say a word to us. Unbelievable!  Will not be back there-- rude hostess!",0
263,Good quality pork fried dumpling and mongo beef.  Bar service was fast and Efficent.   Good value.  Not a 5 cause dragon eye tea was cold first time around and beef had minor amount of fat.   Fortune was even Postive!,3
264,"I seriously don't know why people love this place so much, the food here is horrible. The rice is never cooked properly.. And it's not even Asian food. It's fake asian food. I never come here anymore.",1
265,"We had another opportunity to eat here today and the experience was much improved. There was no crowd to fight and we weren't seated near the door as we were last time. As I expected, getting a table near the edge of the restaurant provides for a much nicer dining experience. Our service was good and they accommodated our 1 year old nicely. I appreciate that they serve steamed veggies on the kids menu. \n\nI still left with the impression that the serving sizes were small in comparison to most other places, but we were satisfied and happy.",3
266,"We went last night Saturday night to P.F.Chang located at the Kierlands in Scottsdale. Terrible Experience!!! after waiting over one hour to be seated, we ordered calamari for appetizer which came with a horrible strange salty sauce and salt and pepper mix on the side. then I ordered beef and broccoli and my husband ordered a vegetarian dish with peanut sauce . After a long wait my food came so salty that I could not even eat and as much as I hate to complain but I had to let the waiter know, so he went to get me one with less salt. My husband's dish was OK. then the second one was a bit less salty but the meat had a terrible liver kind of taste which totally turned my stomach. I feel the reason they added so much salt was to hide the bad tasting rotted meat. Very bad experience. Our waiter was kind and sympathetic. ruined my evening out :(",0
267,"Let me start off by saying I have mostly simple tastes, and my favorite lunch spot for Chinese has been the New Dumpling House in Squirrel Hill. But since that restaurant is undergoing renovations, I was forced to try something new.\n\nSo... I thought I'd try the chain PF Chang's Chinese Restaurant at the Waterfront. Wow, what an unsatisfying mistake that turned out to be.\n\nI started with a cup of their Wonton soup. At $2.95 it wasn't too outrageous of a price, the broth had some flavor and there was much more in it than I was used to, including three giant basil (I think?) leafs that covered everything beneath. In the broth were chunks of chicken, two shrimp, some sliced water chestnuts and two \""pork\""-filled wontons. As I said, the broth had decent flavor, but the wontons were thick, doughy and under-cooked, and the chicken chunks were dry, which is amazing since they were drowned in broth! On a scale of bad to good, it was kind of meh.\n\nNext came my \""lunch-portion\"" order of Chang's Kung Pao Chicken (the dinner portion is $5 more). \n\nAt the New Dumpling House, this dish is served with a delectable dark, rich, tangy sauce, which I was really hoping for... Not at PF Chang's. \n\nOn my plate I received about 8 quarter-size chunks of lightly breaded and browned chicken, 7 hot Chinese red chili peppers (mostly inedible unless they are diced into a sauce), a handful of blanched, unsalted peanuts, a few sliced scallions, and a bed of the most bland brown rice I have ever encountered. Uncle Ben would've been ashamed if that stuff came out of one of his boxes.\n\nGlaringly, there was NO SAUCE!. None at all.\n\nI've had Kung Pao Chicken in New York City, San Francisco, and even from a hole in the wall in Bethel Park, PA that was much, much better. Never have I had it served in such a bland, skimpy, and overpriced way! The \""lunch-portion\"" cost was $9.95.\n\nAt The New Dumpling House, I could have a delicious lunch, with soup, entree and complimentary hot tea, and I could leave satisfied with just $8 out-of-pocket -- and that includes the tip.\n\nThe service was decent. However, lesson learned. One and done. Never going back to PF Changs.",0
268,This is the fourth Changs I've eat ate. It was pretty good. The food was kinda like it had been previously frozen. Had a strange texture. Some of the changs chicken pieces was stuck together and the breading on the sweet and sour chicken was mushy and falling off the chicken. Overall still pretty good. Would eat at this one again.,3
269,"Our family loves this restaurant.  My children and I suffer from food allergies.   I have Celiac's Disease and their gluten free selection for a Chinese restaurant is great.  My children are a completely different ball game.  They have a rare disease called Eosinophilic Esophagitus where food attacks their body.  They are very limited on their food selctions due to not being able to consume any food with gluten, soy, eggs, dairy, nuts, tree nuts, fish, shellfish, amd corn.  This restaurant takes special care of my kids by making sure they get chicken that has not gone through the egg wash.  The servers and managers are all trained in how to be careful.  Our favorite manager is Joe and favorite server is Kevin.  Call ahead if you have any questions and they will answer your questions.",4
270,"This place hit the spot. \n\nStopped here before a movie and ate at the bar. We got just what we wanted: quick service and some good eats. \n\nI recommend the fried green beans with aioli  -- soooo good! Who knew I liked green beans?! And this trip I tried some sushi and got the spicy tuna roll. Although it was clearly not pieced together by an expert sushi chef, it was extremely fresh and delish (so who cares if it's not beautiful?!)",4
271,Extremely helpful staff that knows exactly what shoes are comfortable yet stylish. The shoes I bought were high quality and durable. I was extremely impressed by the staff.,4
272,"I live close by so I go here frequently pretty much for the free WIFI and espresso. But here's a secret - they don't seem to know what an Americano is so often I am charged like 75 cents for a double shot of espresso to which they add hot water upon my request. Needless to say coffee is not expensive here as you can fill up as many times as needed without being hassled. Although there regular coffee is undrinkable to my taste. Pastries are baked fresh and are plentiful. There is other foods to choose from ie whole grain bagels are edible and about a buck with no extra charge for butta. Outside seating and people watching is always a good distraction plus there are all kinds of people who frequent this Panera from the very very old and decrepit to the fashionistas taking a break from Victoria Secrets, Ulta, Wet Seal and the other various shops at this water front location.",3
273,"I've had bad experiences here a few times now.  I wrote panera bread and haven't heard back.  Bad service all around!!!  Basically, we ordered our food, they ran out of what we wanted, so just decided to make us something else with out telling us.  When we got our food, we asked why they made us that instead of what we ordered---'oh it was the closest to what you wanted'.....hmmmm how about you tell us that before we pay, and how about you give us our money back.  Really, you don't get much for what you pay for at panera.  Its not very good at all.",1
274,I like Panera bread but this one is a so so. I always get my fuji chicken salad in every Panera bread I go. All of the other use spring mix to make their fuji chicken salad except this one.. They just use regular salad and salad doesn't taste or look very fresh either. I was kind of excited to find there is a panera bread around us but I am disappointed after trying it. Don't know if we will be back again.,2
275,Panera bread has to be the most inconsistent restaurant I have ever been to. I have posted two pictures of the strawberry poppyseed chicken salad. The first one looks delicious the second one looks like they could've used a smaller bowl. It did not even look appetizing.,1
276,"The food was fine. It's a chain. I'm not rating it. \n\nThe service was absolutely horrible. It started well enough when we ordered lunch, but ended horribly when my daughter said we should get a treat for my husband. \n\nBetween being ignored by the girl at the counter, her not listening to the order, then arguing with me when I told her I did not ask for what she brought me, I really can't decide which is worse. I rather spend my money somewhere local where they appreciate my business, rather than take attitude from Panera employees.",0
277,"It was my first time here.  Was recommended by my coworker.  However, I was a little unsure as I've read some bad reviews about this place.\n\nThe first visit was great.  The receptionists were helpful and gave me guidance on how to get my dog licensed.  Everyone seemed happy and talkative.  \n\nDr. Bezak was very nice.  He had a smile on him the entire time I was there.  He was very quick to give me information about anything and everything relating to the dog.  Overall, I had a good first visit and definitely going back.\n\nThe only thing that made it didn't earn a five-star is that my appointment is at 12:15pm.  The entire office have their lunch at 1pm.  So I can tell there was alot of hustle to get me out of their asap.  I don't mind that it was a quick visit, but I would have liked to had time to ask more questions.  If you want adequate time with the doc, consider making your appointment after their lunch.",3
278,"The problem I have this experience compared to my last is that the examination lasted 3 minutes.  The vet checked the ears, teeth, and nails then called it a day.  \n\nI came home looked at his teeth and saw my pup had a \""slab fracture\""  which was still attached to the gum.  The vet didn't mentioned it during the \""exam\"" other than telling me to buy a finger brush to brush his teeth.\n\nI was primarily there for a vaccination shot but if they're going to charge me for a examination, they should do a proper examination.  I just felt I was rushed out of there. \n\nI took my dog to another vet where they told me about the slab fracture, gave me info on how it usually happens, potential problems that it can cause, and recommendations on ways to fix the problem.",1
279,I only allow my dogs to go to Dr. Bezak. I've had a couple Chow Chow's who a lot of vets are afraid of. Doc had a Chow himself so knew what to look out for in the breed. He has taken good care of them over the years.,4
280,"I mean, it's Target. It has everything. You just need to know what to buy there, and not get sucked into the convenience of buying everything in one spot.\n\nBeware -- though their merchandise looks nice, and it's a good buy for a student, you don't want to make long-term purchases here. The zipper on a skirt I bought broke the first time I wore it. I've heard horror stories about disintegrating comforters during their first wash.\n\nThat said, their store-brand toiletries and other sundry items are fairly cheap, and they have a wider selection than Giant Eagle or CVS. They also have a cool program with Flickr.com -- you can upload your photos, order them online from Target's One-Hour Photo kiosk, and pay by credit card when you pick them up.\n\nI love their cheap accessories -- glasses, bags, jewelry. Along with Claire's and Filene's, Target is my favorite place to shop for those things.",2
281,"What can I say, I'm a shill for Target!  Like another reviewer says, you have to watch the impulse buying here because it is so easy to do!\n\nBut as for the name brands here, I've never had a problem with them.  I bought some Woolrich blankets and sheets here that my husband and I have been very satisfied with.  The housewares section here is positively unbeatable.  My husband Rick is an amateur chef and he could blow his paycheck on the kitchen utensils.  He particularly likes the Michael Graves ones.  He is also an amateur photographer and he still works with film, so he likes the film development here.\n\nMe, I also like buying household cleaners and personal items such as soaps, toothpaste, deoderant, etc because the selection is so good.  I've also purchased a lot of my casual wear here.",3
282,"Oh Target!  You are big corporate America!  But how can I not love you so?  Your prices are the best whenever I need household goods like detergents, cleaners, etc.  For personal effects such as toiletries, soap, etc, you can't be beat!  Your cookware and bakeware department is every bit as good as Macy's!\n\nAnd I see you have the retro tees too.  You know:  Yes http://www.dovenetq.net.au/~mahayes/Graphics/YesLogoFullCircle1.jpg Boston http://www.vinylrecords.ch/B/BO/Boston/Boston/boston-63.jpg Led Zeppelin http://henrikfalck.com/blog/uploaded_images/LedZeppelinLedZeppelinalbumcover-716782.jpg  We know what \""retro tee\"" means:  faux aged, catering to boomers and teens, and costing way more than they origianlly did.  Oh and made in China of course!",3
283,"Target is one of my favorite stores -- I just love wandering around late at night when the store is quiet -- it's just so therapeutic! This location is now my closest store, so I drop by pretty often.\n\nThis store is pretty average. Inventory and customer service aren't particularly stellar but isn't poor either. I've generally been able to find what I need here and check out pretty quickly. \n\nIn addition to the common pharmacy and photo studio found in most Targets, this location also has an optical department. Of the 10-15 locations in the Pittsburgh area, only this store and the Cranberry store sell glasses. I purchased a pair of glasses and sunglasses through Target Optical three years ago and have been very happy with their product and customer service.",3
284,"It's not the greatest Target of all time but it still meets all of your basic needs.\n\nIf you're looking for produce, lower prices, and bigger selection in every department then head to the Target in East Liberty.",2
285,"I've been to many Targets and they're all the same. However, this particular one is currently being remodeled. Children's clothing, toys, electronics and health & beauty items have been moved to other parts of the store. There is a new Starbucks that is now open. The cafe that is there has been remodeled and will serve Pizza Hut pizza and other new menu items. The area where the electronics used to be it is now going to have a small grocery section. Basically, this Target in Homestead will eventually look like the one in East Liberty. I like this Target, so I am pleased with the new changes (especially Starbucks)!",3
286,"Watch out when it looks like something is on sale.  They mark a rack or table with a big buy one get one or 50% off sign, then only some of the stuff on the rack is on sale.",1
287,"Let's start this review by saying that when we are at that point, my girlfriend and I will be going to Jos. A. Bank for mine and my groomsman's suits.  Allow me to give you a numbered breakdown of the issues we encountered when renting from Men's Wearhouse to be the groomsmen in our friends wedding.\n\n1- They never contacted us after the fitting after saying there would be a followup call.  The other groomsmen and I had to follow up repeatedly to get an answer as to when our tuxedos would arrive and the staff were very short with our honest questions over the phone.\n2- They sent two of our tuxedos to Homestead when we asked for them to be sent to Ross Park Mall during the fitting.\n3- When one of us called two days prior to the wedding to ask if our tux's had arrived the guy answering the phone said \""Oh... I don't know\"" (insert an awkward, pregnant pause here while waiting for him to say \""Let me check that for you\"") he instead said \""Well, I'm going to hang up now.\""  And he made good on that promise, and hung up.\n4- Despite saying we'd get a call a few weeks ahead of the wedding to be resized in case one of us gained a few lbs over the winter, this call never came so we basically had to hope that everything fit as it needed to.\n5- We were at one point informed that MW had our emails on file and that when our tuxes arrived at the store we would receive an email letting us know.  Not a single groomsman received any such email to that effect.\n6- One of the groomsmen randomly received a black tie while everybody else had white.  Another received no studs.  We discovered this approximately two hours to show-time while relatively far from civilization.\n7- On picking up my tux I informed the associate \""I'll be unable to get to a Men's Wearhouse for a few days after the wedding, is this alright?\"" to which she responded \""Yeah that should be fine\"" so when my girlfriend graciously dropped off my tux for me a few days later and learned of the $100 late fee, I was totally caught off guard.\n8- My girlfriend was also caught totally off guard by the associate at Ross Park Mall who was incredibly rude to her when  he informed her of said late fee.\n9- As the Best Man I was given a coupon card for $50 off my next rental at Men's Wearhouse.  Since I am in another wedding next month with rentals from MW I figured this would be an opportune time to use it.  Imagine my shock while paying for the next weddings rental, when I presented the coupon and was told \""Oh, that isn't for this.  That is intended for YOUR wedding.  Oh and it expires on December 31st of this year.\"" \n10- The groom himself decided to use a coupon to purchase a suit for the wedding and to own, rather than rent a tux for the occasion.  He was ensured by the Homestead staff that the coupon would be fine for this purpose and got fitted for it.  When he went to pick up his suit and pay with the aid of said approved coupon he was instead forced into an argument with an associate who insisted he could not use the coupon towards the suit that an associate a few weeks earlier had insisted he could use.  Granted, now I am speaking for another person so take that with as much salt as you may, but he reiterated this fact to me several times prior to his wedding last week.\n\nOver my friends wedding weekend, any time anything even went slightly wrong at and around his wedding, the joke between the Groom and his Groomsmen was \""Effing Men's Wearhouse.\""  For example, at a restaurant, \""Wait I asked for no onions on this sandwich. - Effing Men's Wearhouse!\""  \""Noise complaint at the hotel room? Men's Wearhouse.\""\n\nAnother groomsman looked at me when we discovered the wrong color tie one of us received and said to me \""I hope you're taking notes for your own impending wedding\"" to which I replied \""Perhaps I could find better service from GoodWill of Western PA\""\n\nCongrats Men's Wearhouse.  You became the butt of every joke for every mishap for an entire weekend around a wedding to which you provided the suits.\n\nTL;DR - 10 mistakes, several rude associates and 1 future groom going to Jos. A. Bank.",0
288,"I went in to get my suit that I bought last year tailored because I had lost some weight and I couldn't have had a better experience. When I walked in I was immediately created by Bill who was warm and friendly. Anna came out to perform the measurements and mark up the suit. She checked everything, even changes I hadn't thought to have made to make sure the suit fits me perfectly when they are done. Best of all, when I asked if they could ship the suits to me at my house since I no longer live in Pittsburgh, they asked when I was leaving town and promised they would get it done for me before I left  the next day. Better yet, they had the suit ready for me early, avoiding the rush for me to pick it up before I left. Everyone was extremely helpful and diligent and I will continue to only get changes done at this store.",4
289,It's not that delish.,1
290,Great on line service!!!  2nd time placing an order on line and they made it easy as far as getting the correct sizes in a timely manner.,4
291,"This store has such bad service. The service staff are rude rude rude.  Save your money, shop elsewhere.",0
292,"I love bed bath & beyond! \n\nThe employees at this particular one are always available and helpful!  \n\nThe selection, plus the 20% off coupons keep me coming back, and its also where I get all of the things for my soda stream. \n\nOverall I will be back many, many times",3
293,"We just completed our wedding registry at the Homestead location. The customer service was outstanding! One of the employees, Chris, walked around with us to help us pick out exactly what we needed. The wedding registry coordinator, Christina, was also very helpful and accommodating. They treated us as if we were royalty. I would recommend this wedding registry without a doubt!",4
294,"Much like every other Eat 'n Park (3 or 4 stars worth of chain-diner food), except the last five times I've been here, the service has been damn, damn, daaaaaaaamn slow.  It's always fun to see the staff smoking out back while I've waited an hour for some scrambled eggs.",1
295,"If you must eat at Eat N Park, this is the one you want to go to. Why you ask? The corporate offices are right next door and the suits are there every day, breakfast lunch and dinner. \n\nWhen I spend a few hours with dear old mom, she enjoyed spending a day at the Waterfront, she loved the since closed 39 center store, where she could buy her monthly greeting cards for 39 cents each. Then we drive over to this eat n park where she has her breakfast smile and I enjoy an egg beater sandwich and fresh fruit.\n\nThis place is spotless, the salad bar always looks fresh and the food is good, for a chain.",2
296,Great location!  I love that you can substitute burger with a veggi patti and that they have gluten free bread.  Love love love the smiley cookies :),4
297,"The food is usually pretty good, however the service is almost ALWAYS very VERY slow. Most of the staff are pretty friendly and sweet but there are a few sour ones in the bunch that make the experience not as nice as it could be. Although they still technically do their job, you can FEEL very negative vibes from them and see how inefficient they are with the way they do things. It's a hit and miss. Unless you know one of the servers and their schedules. The low rating is mainly for the slow service and the handful of staff members who aren't very pleasant.",1
298,They make a nice breakfast for less than the tip form dinner the night before.  That's not bad!,2
299,"Eat n Park is usually decent.  This location though has HORRIBLY SLOW service.  Seriously, we never wait less than 10 minutes for a server to acknowledge us, and we live near the Waterfront, so we've given this location the benefit of the doubt numerous times.  Each time hoping that the last was just a fluke, new staff, or something.  It's not.  Doesn't matter what time we go.  It seems we are not acknowledged for several minutes, and then the service is mediocre at best.  Occasionally, we've had a stellar service, but it's few and far between.  Today, after waiting 15 minutes, then getting up to find a server in another section, we were informed that we were sitting in a \""closed\"" section.  That server offered to serve us, but honestly, we left.  I told the hostess who seated us about the mixup, and got a blank stare.  I've never had this issue at any other EnP.  We left, drove to the Squirrel Hill location, and our orders were taken in the amount of time we wasted at the Waterfront.  Mgmt- you have a beautiful, prime location.  Get your hosts and servers on the same page!",1
300,Very good cheap food. Pittsburgh classic.Great desserts! The oreo pie is amazing! The servers are always very friendly. The salad bar could be a little more clean.,3
301,"God i hate eat n park. Only reason i have gone is for the salad bar because u cant find a decent salad bar in this city. Just about every entree iv had here is nothing more than rubbish, except maybe the cheesteak. Only go if u have little kids",1
302,"If you're looking for a wallet, a new cheap purse or something of that nature--this is the place to go.\n\nOtherwise, this kind of shopping just isn't for me!\nI don't have the patience for clothes shopping here though.\nThe racks drive me nuts bc they're in no particular order.\n\nIts \""Shirts/Sizes\"", \""Pants/Sizes\"", \""Jeans/Sizes\"", \""Coats/Sizes\""\nI can't look through a gazillion racks of shirts looking for something I like (aimlessly) in a M or L... I just cant do it!  lol\nWish I could, I'd probably find some deals.\n\nPROS:\nSome good deals\n\nCONS:\nYou've gotta \""dig deep\"" to find 'em",2
303,"Went in here to grab a last minute item I needed for an outfit.  I wasn't going to hold my breath here either, I know it's a Marshalls and that doesn't always mean the best selection.  It's hit or miss no matter what you are looking for.\n\nThis day, was a hit, maybe even a home run.  I do have to admit, the Kenneth Cole shirt I got not only looked great on me, but made my wallet feel even better!",2
304,"Since both Marshalls and TJ Maxx are owned by the same company, I make sure to stop by both locations when shopping at the Waterfront. I generally find nothing or spend only $10 or so at Marshalls, while being enticed to spend at least $50-100 at TJ Maxx. The Waterfront TJ Maxx seems to have not only the same product as this Marshalls plus a whole lot more. All that to say, I consider shopping here a waste of time since I could just drive a block or so and be at a store owned by the same company that always has what I want and need. Sorry, Marshalls, but you're just OK to me.",1
305,"A very nice meal in a very nice restaurant\n\nPROS:\nVery good food\ninteresting choices--not your typical red lobster crap\nGreat service\nVery clean (restrooms, included)\n\nCONS:\nn/a",4
306,"Got lunch from here today. \n\nWhat I sampled: \nMaine Lobster Bisque (delicious and the whole reason for getting lunch from here)\nCheeseburger (decent version I only ate about half, but I expect the other half won't last long)\n\nOverall I enjoy going here, though it is a bit overpriced, but sometimes I am just in the mood for that lobster bisque!",2
307,"Service was slow, but that was because one of our party insisted that the bartender, her favorite server, serve us in our private room for a party of 8.  The food and drinks were good and we woud return.",3
308,"I am bummed about this- I had high hopes. Here's a rundown of the evening:\n\nPros:\n- super friendly waitress, Stephanie, who maintained her professionalism and friendliness throughout \n- yummy elderflower and pear beverage\n- lobster bisque was nice and lobster-y\n- hot delicious bread\n\nCons:\n- oysters were sketch. And I don't feel good about that. Stephanie brought us an order of East Coast oysters to replace the West Coast ones that we sent back.\n- fresh grated horseradish had NO flavor or heat- what's up with that?\n- scallops were meh- came with weird veggies, unevenly seared, and no real flavor. And at a whopping $25 a plate, I expect some nummers!\n\nI doubt we'll go back- for those prices, I would prefer McCormick's or Ruth's Chris.",1
309,Service an atmosphere was great. I had the shrimp boil and it was very under-seasoned. Much closer to bland than anything.,1
310,"I'm not a mean reviewer, if you look at the other places I've reviewed, but this was just so so so disappointing. The Shanghai style Merlin was very poorly done. The meat was extremely bland, with very little seasoning. I have a very low sodium tolerance and yet I still found this fish to be made too bland. The rice was entirely uncooked and it made crunching sounds as I took my first bite. I talked to the waitress and she offered to bring out another side. It wasn't the same. The whole dish was a fail and I don't think I am ever coming back again :(",0
